,0,1,2,3,4,5,6,7,8,9,10,11
196,0101030101080010030,[長さ]渡川,,3,2,1,km,2017CY00,9999CY00,,注釈に河川の所在都道府県を記載。,河川管理統計
197,0101030101090010010,[長さ]大淀川,,3,2,1,km,2017CY00,9999CY00,,注釈に河川の所在都道府県を記載。,河川管理統計
198,0101030101090010020,[長さ]球磨川,,3,2,1,km,2017CY00,9999CY00,,注釈に河川の所在都道府県を記載。,河川管理統計
199,0101030101090010030,[長さ]五ヶ瀬川,,3,2,1,km,2017CY00,9999CY00,,注釈に河川の所在都道府県を記載。,河川管理統計
200,0101030101090010040,[長さ]川内川,,3,2,1,km,2017CY00,9999CY00,,注釈に河川の所在都道府県を記載。,河川管理統計
201,0101030101090010050,[長さ]筑後川,,3,2,1,km,2017CY00,9999CY00,,注釈に河川の所在都道府県を記載。,河川管理統計
202,0101030102010010010,[長さ]インダス川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
203,0101030102010010020,[長さ]ガンジス（ガンガ）川,,3,1,1,km,2017CY00,9999CY00,河川=（）内は別名。,注釈に河川の所在（国又は地域）を記載。,理科年表
204,0101030102010010030,[長さ]黄河,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
205,0101030102010010040,[長さ]長江（揚子江）,,3,1,1,km,2017CY00,9999CY00,河川=（）内は別名。,注釈に河川の所在（国又は地域）を記載。,理科年表
206,0101030102010010050,[長さ]ブラマプトラ川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
207,0101030102010010060,[長さ]メコン川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
208,0101030102020010010,[長さ]セントローレンス川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
209,0101030102020010020,[長さ]ネルソン川-サスカチェワン川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
210,0101030102020010030,[長さ]マッケンジー川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
211,0101030102020010040,[長さ]ミシシッピ川-ミズーリ川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
212,0101030102020010050,[長さ]ユーコン川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
213,0101030102030010010,[長さ]アマゾン川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
214,0101030102030010020,[長さ]オリノコ川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
215,0101030102030010030,[長さ]ラプラタ川-パラナ川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
216,0101030102040010010,[長さ]アムール（黒竜江）川,,3,1,1,km,2017CY00,9999CY00,河川=（）内は別名。,注釈に河川の所在（国又は地域）を記載。,理科年表
217,0101030102040010020,[長さ]エニセイ川-アンガラ川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
218,0101030102040010030,[長さ]オビ（オブ）川-イルチシ川,,3,1,1,km,2017CY00,9999CY00,河川=（）内は別名。,注釈に河川の所在（国又は地域）を記載。,理科年表
219,0101030102040010040,[長さ]ドナウ（ダニューブ）川,,3,1,1,km,2017CY00,9999CY00,河川=（）内は別名。,注釈に河川の所在（国又は地域）を記載。,理科年表
220,0101030102040010050,[長さ]ボルガ川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
221,0101030102040010060,[長さ]レナ川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
222,0101030102050010010,[長さ]オレンジ川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
223,0101030102050010020,[長さ]コンゴ（ザイール）川,,3,1,1,km,2017CY00,9999CY00,河川=（）内は別名。,注釈に河川の所在（国又は地域）を記載。,理科年表
224,0101030102050010030,[長さ]ザンベジ川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
225,0101030102050010040,[長さ]ナイル川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
226,0101030102050010050,[長さ]ニジェル川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
227,0101030102060010010,[長さ]マーレー川-ダーリング川,,3,1,1,km,2017CY00,9999CY00,,注釈に河川の所在（国又は地域）を記載。,理科年表
228,0102010000000010010,年平均気温,,3,3,1,℃,1975CY00,9999CY00,年平均気温=℃単位で小数第１位まで観測し，１日24回の観測値から日平均気温を求め，それから算出した年平均気温。,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
229,0102010000000010020,最高気温（日最高気温の月平均の最高値）,,3,3,1,℃,1975CY00,9999CY00,最高気温（日最高気温の月平均の最高値）=日最高気温（１日のうち最も高い気温）の月平均値のうち，年間を通じて最も高い月の値。,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
230,0102010000000010030,最低気温（日最低気温の月平均の最低値）,,3,3,1,℃,1975CY00,9999CY00,最低気温（日最低気温の月平均の最低値）=日最低気温（１日のうち最も低い気温）の月平均値のうち，年間を通じて最も低い月の値。,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
231,0102010100000010010,最高気温（1981年～2010年平均）,,3,1,1,℃,1981CY00,9999CY00,気温=月別の累年平均値のうち最高月及び最低月の数値。1981年から2010年までの30年平均値。測器の変更・移設及び観測地点の移転の影響を考慮して，補正される場合がある。,注釈に観測地点（都市）を記載。,理科年表
232,0102010100000010020,最低気温（1981年～2010年平均）,,3,1,1,℃,1981CY00,9999CY00,気温=月別の累年平均値のうち最高月及び最低月の数値。1981年から2010年までの30年平均値。測器の変更・移設及び観測地点の移転の影響を考慮して，補正される場合がある。,注釈に観測地点（都市）を記載。,理科年表
233,0102020100000010010,快晴日数（年間）,,3,3,1,日,1975CY00,9999CY00,快晴日数（年間）=日平均雲量（10分比）が，1.5未満の日を快晴の日とし，その年間の日数。,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
234,0102020100000010020,曇天日数（年間）,,3,3,1,日,1975CY00,2007CY00,,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
235,0102020100000010030,降水日数（年間）,,3,3,1,日,1975CY00,9999CY00,降水日数（年間）=日降水量が１ミリメートル以上であった日の年間の日数。,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
236,0102020100000010040,雪日数（年間）,,3,3,1,日,1975CY00,9999CY00,雪日数（年間）=量に関わりなく，雪，しゅう雪，吹雪，みぞれ，霧雪及び細氷のうち一つ以上の現象が観測された日の年間（当該年１月から12月まで。2004年以降は，前年８月から当該年７月まで。）の日数で，雪あられ，氷あられ，凍雨，ひょうは含まない。,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
237,0102020200000010010,日照時間（年間）,,3,3,1,時間,1975CY00,9999CY00,日照時間（年間）=回転式日照計による値であり，直射日光が地表を照射した時間の年間の合計。,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
238,0102020300000010010,降水量（年間）,,3,3,1,mm,1975CY00,9999CY00,降水量（年間）=転倒ます型雨量計による観測値で年間の総降水量を㎜単位で示したもの。,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
239,0102020400000010020,最深積雪,,3,3,1,cm,1975CY00,2007CY00,,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
240,0102020500000020010,年平均相対湿度,,3,3,1,‰,1975CY00,9999CY00,年平均相対湿度=蒸気圧と飽和蒸気圧との比を百分率（％）で表したものであり，１日24回の観測値から日平均相対湿度を求め，これから算出されたもの。,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
241,0102020500000020020,最小相対湿度（年間）,,3,3,1,‰,1975CY00,2007CY00,,都道府県庁所在地のデータである。ただし，東京都は千代田区，埼玉県は熊谷市，滋賀県は彦根市における気象台の観測値である。,社会･人口統計体系
242,0201010000000010000,総人口（総数）,総人口,1,2,1,人,19751000,99991200,総人口=本邦に常住する人口（当該住居に3か月以上にわたって住んでいるか，又は住むことになっている者）。人口推計は国勢調査による人口を基準人口とし，その後の人口動向を他の人口関連資料から得て，毎月１日現在の人口を算出したもの。\n各国のデータについては出典参照。,,国勢調査・人口推計
243,0201010000000010000,総人口（総数）,総人口,3,1,1,人,1950CY00,9999CY00,総人口=本邦に常住する人口（当該住居に3か月以上にわたって住んでいるか，又は住むことになっている者）。人口推計は国勢調査による人口を基準人口とし，その後の人口動向を他の人口関連資料から得て，毎月１日現在の人口を算出したもの。\n各国のデータについては出典参照。,各年7月1日現在の推計人口及び将来推計人口（中位推計値）。,World Population Prospects（世界推計人口）
244,0201010000000010000,総人口（総数）,総人口,3,2,1,人,1975CY00,9999CY00,総人口=本邦に常住する人口（当該住居に3か月以上にわたって住んでいるか，又は住むことになっている者）。人口推計は国勢調査による人口を基準人口とし，その後の人口動向を他の人口関連資料から得て，毎月１日現在の人口を算出したもの。\n各国のデータについては出典参照。,,国勢調査・人口推計
245,0201010000000010000,総人口（総数）,総人口,3,3,1,人,1975CY00,9999CY00,総人口=本邦に常住する人口（当該住居に3か月以上にわたって住んでいるか，又は住むことになっている者）。人口推計は国勢調査による人口を基準人口とし，その後の人口動向を他の人口関連資料から得て，毎月１日現在の人口を算出したもの。\n各国のデータについては出典参照。,日本人・外国人の別「不詳」を含む。,国勢調査・人口推計
246,0201010000000010000,総人口（総数）,総人口,3,4,1,人,1980CY00,9999CY00,総人口=本邦に常住する人口（当該住居に3か月以上にわたって住んでいるか，又は住むことになっている者）。人口推計は国勢調査による人口を基準人口とし，その後の人口動向を他の人口関連資料から得て，毎月１日現在の人口を算出したもの。\n各国のデータについては出典参照。,日本人・外国人の別「不詳」を含む。,国勢調査
247,0201010010000010010,総人口（０～14歳）,0-14 総人口,1,2,1,人,19961000,99991200,総人口=本邦に常住する人口（当該住居に3か月以上にわたって住んでいるか，又は住むことになっている者）。人口推計は国勢調査による人口を基準人口とし，その後の人口動向を他の人口関連資料から得て，毎月１日現在の人口を算出したもの。\n各国のデータについては出典参照。,,人口推計
248,0201010010000010010,総人口（０～14歳）,0-14 総人口,3,1,1,人,1950CY00,9999CY00,総人口=本邦に常住する人口（当該住居に3か月以上にわたって住んでいるか，又は住むことになっている者）。人口推計は国勢調査による人口を基準人口とし，その後の人口動向を他の人口関連資料から得て，毎月１日現在の人口を算出したもの。\n各国のデータについては出典参照。,,World Population Prospects（世界推計人口）
249,0201010010000010010,総人口（０～14歳）,0-14 総人口,3,2,1,人,1975CY00,9999CY00,総人口=本邦に常住する人口（当該住居に3か月以上にわたって住んでいるか，又は住むことになっている者）。人口推計は国勢調査による人口を基準人口とし，その後の人口動向を他の人口関連資料から得て，毎月１日現在の人口を算出したもの。\n各国のデータについては出典参照。,,人口推計
